,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
13440,7500,2009,chevrolet silverado 1500,fair,8,gas,194729,automatic,truck,white,1,2018-12-23,18
13441,8100,2015,chevrolet equinox,like new,4,gas,74000,automatic,SUV,black,0,2019-01-09,88
13442,4800,2014,nissan versa,like new,4,gas,79000,automatic,sedan,brown,0,2018-07-14,23
13443,4300,2009,toyota camry,like new,4,gas,110000,automatic,sedan,brown,0,2019-03-19,22
13444,8500,2010,toyota tacoma,good,4,gas,48255,automatic,truck,silver,0,2018-10-20,12
13445,7495,2005,chevrolet silverado 1500,excellent,8,gas,120000,automatic,truck,silver,0,2019-01-04,63
13446,3495,2009,subaru outback,excellent,4,gas,214000,automatic,wagon,green,1,2018-10-04,43
13447,16000,2012,cadillac escalade,good,8,gas,97913,automatic,SUV,white,1,2019-03-02,69
13448,19995,2017,honda odyssey,like new,6,gas,35000,automatic,mini-van,grey,0,2018-07-08,29
13449,14995,2018,ford fusion se,like new,4,hybrid,42343,automatic,sedan,black,0,2019-03-09,9
13450,8999,2013,honda civic lx,excellent,4,gas,93066,automatic,coupe,black,0,2018-12-27,30
13451,11250,2017,nissan rogue,excellent,4,gas,108000,automatic,SUV,black,1,2018-05-10,66
13452,18800,2014,chevrolet camaro lt coupe 2d,good,6,gas,52348,automatic,coupe,black,0,2018-05-29,26
13453,4900,2006,acura tl,excellent,6,gas,163000,automatic,sedan,white,0,2019-04-14,31
13454,12800,2013,honda accord,excellent,6,gas,125000,automatic,coupe,silver,0,2019-03-02,45
13455,34995,2012,ram 2500,excellent,6,diesel,100253,other,truck,black,1,2018-05-03,20
13456,400,1999,ford f-150,fair,8,gas,121928,automatic,truck,green,0,2018-09-28,26
13457,26000,2008,ram 2500,excellent,6,diesel,130356,automatic,truck,grey,1,2019-01-10,23
13458,7900,2012,toyota camry,good,4,gas,111861,automatic,sedan,silver,0,2018-08-25,21
13459,5995,2010,toyota tacoma,good,4,gas,125000,automatic,pickup,silver,0,2018-10-24,49
13460,5500,2001,chevrolet silverado 1500,good,8,gas,239000,automatic,truck,red,1,2018-05-13,74
13461,8499,2013,subaru forester,excellent,4,gas,119525,automatic,SUV,silver,1,2018-07-11,22
13462,7380,2007,jeep grand cherokee,good,8,gas,92056,automatic,SUV,grey,1,2018-10-09,56
13463,8495,2007,ford econoline,good,8,gas,105900,automatic,van,white,0,2018-12-04,37
13464,6700,2012,chevrolet cruze,like new,4,gas,28225,manual,sedan,blue,0,2019-04-11,48
13465,7910,2010,toyota prius,excellent,4,gas,162749,automatic,hatchback,silver,0,2019-03-03,50
13466,7910,2010,chrysler town & country,excellent,6,gas,103065,automatic,mini-van,red,0,2018-07-28,19
13467,7910,2010,ford explorer,excellent,6,gas,162301,automatic,SUV,white,1,2018-11-25,45
13468,12500,2016,ford fusion,excellent,4,gas,49000,automatic,sedan,grey,0,2018-05-21,13
13469,7914,2014,ford focus se,excellent,4,gas,118878,automatic,sedan,red,0,2018-07-13,8
13470,8915,2015,ford focus,excellent,4,gas,107272,automatic,hatchback,white,0,2018-07-18,37
13471,7913,2013,ford focus,excellent,4,gas,96479,automatic,sedan,blue,0,2019-01-14,33
13472,10500,2010,bmw x5,excellent,6,gas,104553,automatic,SUV,grey,1,2019-01-18,29
13473,9900,2010,ford f-150,like new,6,gas,97200,automatic,truck,grey,1,2018-12-02,160
13474,27950,2011,ford f-250,excellent,8,diesel,127900,automatic,pickup,black,1,2018-05-14,86
13475,10495,2012,nissan rogue,excellent,4,gas,43650,automatic,wagon,silver,1,2018-07-14,13
13476,2000,2007,jeep cherokee,fair,6,gas,152921,other,SUV,black,1,2018-12-13,27
13477,18800,2015,buick enclave,excellent,6,gas,94000,automatic,SUV,blue,1,2018-08-24,44
13478,12908,2008,chevrolet silverado,excellent,8,gas,131285,automatic,truck,silver,1,2018-10-13,1
13479,12911,2011,gmc sierra 1500,excellent,8,gas,196241,automatic,truck,silver,1,2018-07-02,39
13480,10999,2009,ram 1500,excellent,8,gas,199179,automatic,pickup,black,1,2018-11-27,25
13481,22999,2011,ford f-150,excellent,8,gas,181318,automatic,pickup,red,1,2019-03-22,24
13482,12999,2012,buick enclave,excellent,6,gas,89265,automatic,SUV,black,1,2018-06-20,15
13483,11999,2008,gmc sierra 1500,excellent,8,gas,117000,automatic,pickup,blue,0,2018-05-09,4
13484,29999,2012,ram 3500,excellent,6,diesel,163803,automatic,pickup,silver,1,2019-02-21,22
13485,17999,2012,dodge charger,excellent,8,gas,53077,automatic,sedan,black,0,2018-05-13,47
13486,11500,2009,ford f-150,excellent,8,gas,121928,automatic,pickup,green,0,2018-07-16,45
13487,21999,2011,toyota 4runner,excellent,6,gas,118946,automatic,SUV,black,1,2018-07-11,39
13488,11999,2009,ford f-150,excellent,8,gas,121928,automatic,pickup,green,0,2018-06-19,52
13489,10999,2008,ford f-150,excellent,6,gas,83855,automatic,pickup,green,0,2018-06-14,69
13490,11999,2010,ford expedition,excellent,8,gas,129351,automatic,SUV,black,1,2019-02-17,28
13491,18999,2013,chevrolet tahoe,excellent,8,gas,147798,automatic,SUV,white,1,2019-01-05,110
13492,12999,2010,chevrolet suburban,excellent,8,gas,150239,automatic,SUV,red,1,2018-11-30,7
13493,12999,2012,acura tl,excellent,6,gas,122072,automatic,sedan,grey,0,2018-11-19,15
13494,9999,2014,ford fusion,excellent,4,gas,99507,automatic,sedan,white,0,2018-10-09,21
13495,11999,2003,chevrolet corvette,excellent,8,gas,144154,automatic,coupe,red,0,2018-08-04,15
13496,14950,2008,ford f-250 super duty,good,8,diesel,116429,automatic,truck,white,1,2019-02-11,53
13497,6999,2011,toyota corolla,excellent,4,gas,149101,automatic,sedan,grey,0,2018-07-21,85
13498,16999,2010,toyota 4runner,excellent,6,gas,111932,automatic,SUV,white,0,2018-12-04,84
13499,15999,2013,dodge charger,excellent,6,gas,70465,automatic,sedan,black,0,2018-07-31,45
13500,18999,2004,chevrolet corvette,excellent,8,gas,92482,manual,coupe,red,0,2018-12-12,63
13501,16999,2015,subaru outback,excellent,4,gas,99046,automatic,SUV,green,1,2019-02-11,7
13502,12999,2011,ford f-150,excellent,8,gas,149328,automatic,pickup,grey,1,2018-10-15,22
13503,10999,2011,jeep grand cherokee,excellent,6,gas,153218,automatic,SUV,green,1,2018-07-11,46
13504,12999,2011,ford f-150,excellent,8,gas,168336,automatic,pickup,grey,1,2018-05-04,18
13505,10999,2011,ram 1500,excellent,8,gas,149592,automatic,pickup,silver,1,2019-03-17,77
13506,7999,2007,dodge charger,excellent,8,gas,94437,automatic,sedan,silver,0,2018-06-28,6
13507,12999,2008,ram 1500,excellent,8,gas,122604,automatic,pickup,silver,1,2018-06-13,8
13508,9999,2012,chrysler 300,excellent,6,gas,144652,automatic,sedan,black,0,2018-10-26,58
13509,16999,2012,ram 1500,excellent,8,gas,106610,automatic,pickup,black,0,2019-03-12,1
13510,11999,2008,ram 1500,excellent,8,gas,152862,automatic,pickup,black,1,2019-01-08,30
13511,8888,2008,bmw x5,excellent,6,gas,122901,automatic,SUV,silver,1,2018-09-30,29
13512,7999,2009,nissan murano,excellent,6,gas,139668,automatic,SUV,grey,1,2019-01-04,58
13513,6100,2007,nissan murano,excellent,6,gas,105000,automatic,SUV,black,1,2018-10-31,32
13514,3000,1994,chevrolet silverado,good,8,gas,285000,automatic,pickup,red,0,2019-01-09,18
13515,7795,2013,toyota corolla,excellent,4,gas,120771,manual,sedan,grey,0,2018-11-15,64
13516,23499,2016,chevrolet camaro,like new,6,gas,15000,manual,coupe,grey,0,2019-01-28,8
13517,14500,2003,ram 2500,good,6,diesel,198000,automatic,pickup,white,1,2018-08-09,39
13518,4900,2011,ford focus se,excellent,4,gas,108100,automatic,sedan,silver,0,2018-05-08,26
13519,4600,2006,jeep grand cherokee laredo,good,6,gas,137671,automatic,SUV,grey,1,2018-09-19,39
13520,20000,2015,jeep grand cherokee,excellent,6,gas,48000,automatic,SUV,black,1,2018-08-11,79
13521,10500,1999,ford f250,good,8,diesel,150000,automatic,truck,white,1,2018-12-12,20
13522,12625,2015,nissan altima,excellent,4,gas,55000,automatic,sedan,grey,0,2018-11-26,9
13523,16695,2012,ford f150,excellent,8,gas,123000,automatic,truck,white,1,2018-08-25,17
13524,7250,2017,nissan versa,excellent,4,gas,73000,automatic,sedan,white,0,2019-03-10,66
13525,14900,2014,chevrolet traverse,good,6,gas,64000,automatic,SUV,white,0,2018-10-20,206
13526,14977,2008,toyota tacoma,excellent,6,gas,126865,automatic,truck,white,0,2019-02-09,44
13527,14995,2012,buick enclave,excellent,6,gas,68762,automatic,SUV,red,1,2018-09-15,78
13528,9900,2004,ford f350 super duty,good,8,diesel,177500,automatic,truck,white,1,2019-02-19,17
13529,3300,2000,jeep grand cherokee,excellent,6,gas,140,automatic,SUV,grey,1,2018-08-07,12
13530,5000,2003,cadillac escalade,excellent,8,gas,160000,automatic,SUV,black,0,2018-11-28,28
13531,19900,2013,chevrolet silverado 2500hd,excellent,8,gas,139147,automatic,truck,white,1,2019-01-16,13
13532,7745,2014,subaru impreza,excellent,4,gas,109757,automatic,wagon,red,1,2019-04-15,39
13533,5199,2013,nissan sentra,good,4,gas,120000,automatic,sedan,silver,0,2018-06-07,59
13534,10000,2015,chevrolet camaro,like new,6,gas,65000,automatic,coupe,black,0,2019-01-10,49
13535,36900,2019,ford f-150,like new,8,gas,121928,automatic,truck,silver,1,2019-02-20,13
13536,32900,2018,chevrolet silverado 1500,like new,8,gas,12178,automatic,truck,grey,1,2018-07-29,43
13537,42995,2018,jeep wrangler,like new,6,gas,13137,automatic,SUV,orange,1,2018-07-11,37
13538,47950,2018,chevrolet corvette,excellent,8,gas,35398,automatic,coupe,red,0,2018-10-02,14
13539,4750,2003,subaru forester,excellent,4,gas,139000,automatic,SUV,red,1,2019-01-03,53
13540,3800,2002,ford f-150,good,8,gas,145000,automatic,truck,grey,0,2018-10-14,19
13541,38849,2008,gmc yukon,excellent,8,gas,142334,automatic,SUV,black,1,2018-11-28,20
13542,12745,2012,bmw x5,excellent,6,gas,108500,automatic,SUV,black,1,2018-12-02,18
13543,5910,2010,ford focus se,excellent,4,gas,151480,automatic,sedan,silver,0,2019-01-13,15
13544,31000,2016,dodge grand caravan,excellent,6,gas,27200,automatic,van,red,0,2018-05-28,20
13545,41526,2018,ram 1500,like new,8,gas,432,automatic,truck,black,1,2018-09-04,31
13546,38989,2018,jeep grand cherokee,excellent,8,gas,18328,automatic,SUV,brown,1,2018-12-08,90
13547,9999,2015,honda civic lx,excellent,4,gas,86000,automatic,sedan,silver,0,2018-12-29,8
13548,11995,2012,nissan rogue,good,4,gas,42761,automatic,SUV,grey,1,2018-06-16,14
13549,3500,2002,chevrolet suburban,good,8,gas,160000,automatic,truck,grey,1,2018-08-12,33
13550,14900,2017,chrysler 200,excellent,4,gas,80903,automatic,sedan,black,0,2018-07-25,44
13551,15500,2017,ford escape,good,4,gas,50160,automatic,SUV,brown,1,2019-02-12,137
13552,14990,2014,chrysler 300,excellent,6,gas,108933,automatic,sedan,black,1,2019-04-02,26
13553,12990,2015,toyota camry,excellent,4,gas,79212,automatic,sedan,white,0,2018-07-12,64
13554,15990,2013,honda pilot,excellent,6,gas,109473,automatic,SUV,black,1,2018-06-24,5
13555,9200,2008,honda pilot,excellent,6,gas,147191,automatic,SUV,blue,1,2019-02-18,71
13556,19500,2011,chevrolet silverado 1500,excellent,8,gas,128413,automatic,pickup,black,1,2018-08-21,18
13557,9900,2012,honda cr-v,excellent,4,gas,72500,automatic,SUV,red,1,2018-12-04,6
13558,8990,2012,honda accord,excellent,4,gas,131000,automatic,sedan,grey,0,2018-12-05,47
13559,16500,2018,hyundai sonata,excellent,4,gas,105976,automatic,sedan,silver,0,2018-06-17,5
13560,14990,2010,ram 1500,excellent,8,gas,130725,automatic,pickup,red,1,2018-07-09,29
13561,13990,2014,jeep cherokee,excellent,6,gas,100160,automatic,SUV,red,1,2018-12-09,23
13562,12500,2013,chevrolet traverse,excellent,6,gas,128325,automatic,SUV,white,1,2018-12-22,36
13563,13990,2018,hyundai elantra,excellent,4,gas,92000,automatic,sedan,red,0,2018-06-24,26
13564,6990,2005,chevrolet tahoe,excellent,8,gas,147485,automatic,SUV,silver,1,2018-11-13,27
13565,3000,1999,dodge dakota,good,6,gas,170000,automatic,pickup,purple,0,2018-12-17,80
13566,11488,2011,kia sorento,good,6,gas,75900,automatic,SUV,silver,1,2018-08-10,55
13567,8288,2012,volkswagen jetta,good,4,gas,107000,automatic,sedan,blue,0,2018-05-28,32
13568,21400,2014,ford f150 supercrew cab xlt,good,8,gas,94321,other,pickup,black,1,2019-02-13,53
13569,14977,2014,nissan frontier,excellent,6,gas,90007,automatic,truck,blue,0,2019-03-21,39
13570,36000,2012,ford f-250,excellent,8,diesel,162391,automatic,pickup,white,1,2019-03-25,30
13571,6500,2014,honda civic,good,4,gas,205883,automatic,sedan,silver,0,2019-02-03,24
13572,3950,2008,toyota sienna,excellent,6,gas,204000,automatic,mini-van,silver,0,2018-10-20,5
13573,7914,2014,ford focus se,excellent,4,gas,118878,automatic,sedan,red,0,2018-12-04,29
13574,7913,2013,ford focus,excellent,4,gas,99087,automatic,sedan,blue,0,2018-08-21,16
13575,46295,2015,chevrolet corvette,like new,8,gas,9000,automatic,coupe,white,0,2018-09-11,60
13576,13500,2016,jeep cherokee,good,6,gas,86800,automatic,SUV,black,0,2019-04-13,12
13577,7900,2010,honda cr-v,excellent,6,gas,76500,automatic,SUV,black,1,2018-10-13,13
13578,32468,2013,chevrolet silverado 2500hd,excellent,8,diesel,117573,automatic,truck,silver,1,2018-12-04,10
13579,12995,2015,jeep cherokee,good,4,gas,63616,automatic,SUV,red,0,2018-06-07,61
13580,5707,2007,ford fusion se,excellent,6,gas,152381,automatic,sedan,silver,1,2019-03-06,20
13581,12908,2008,chevrolet silverado,excellent,8,gas,138850,automatic,truck,silver,1,2018-10-04,64
13582,7910,2010,ford explorer,excellent,6,gas,162301,automatic,SUV,white,1,2018-05-16,7
13583,7910,2010,toyota prius,excellent,4,gas,162749,automatic,hatchback,silver,0,2018-11-22,154
13584,12911,2011,gmc sierra 1500,excellent,8,gas,196241,automatic,truck,silver,1,2019-02-25,24
13585,13904,2011,chevrolet silverado,excellent,8,diesel,206927,automatic,truck,red,1,2018-11-19,42
13586,6000,2005,acura tl,good,6,gas,166000,automatic,sedan,white,0,2019-01-31,14
13587,12950,2011,ford f-150,excellent,8,gas,121928,automatic,truck,silver,1,2018-07-08,25
13588,12700,2011,bmw x5,excellent,6,gas,83150,automatic,SUV,silver,1,2018-12-07,26
13589,3901,2001,honda accord,excellent,4,gas,188344,automatic,sedan,white,0,2018-11-11,22
13590,6500,2004,ford mustang,excellent,8,gas,132000,automatic,coupe,grey,0,2018-05-04,11
13591,12752,2009,jeep wrangler,excellent,6,gas,155500,manual,convertible,yellow,1,2019-03-16,20
13592,5500,2009,toyota tacoma,fair,4,gas,215000,automatic,truck,white,0,2018-07-11,5
13593,7990,2013,buick enclave,excellent,6,gas,165019,automatic,SUV,grey,1,2018-10-07,17
13594,7800,2001,ford f350 super duty,good,8,diesel,277512,automatic,sedan,red,1,2019-02-21,54
13595,2500,1999,subaru outback,good,4,gas,185200,automatic,wagon,blue,0,2018-12-31,50
13596,12995,2013,ford edge,excellent,6,gas,103485,automatic,SUV,brown,1,2019-02-26,11
13597,8900,2015,ford escape,good,4,gas,108701,automatic,SUV,grey,0,2019-03-30,117
13598,7500,2004,gmc sierra 1500,excellent,8,gas,132600,automatic,truck,red,1,2019-01-04,4
13599,11499,2012,chevrolet equinox,excellent,4,gas,105516,automatic,SUV,red,1,2018-06-09,39
13600,11900,2008,ford f250 super duty,good,8,gas,120971,automatic,pickup,white,0,2018-06-18,0
13601,12900,2008,chevrolet silverado 2500hd,good,8,gas,113293,automatic,pickup,white,1,2018-10-09,9
13602,4500,2002,honda accord,excellent,4,gas,114000,automatic,sedan,black,0,2019-01-19,6
13603,9900,2015,chevrolet silverado 1500,good,8,gas,175340,automatic,pickup,red,0,2018-05-18,77
13604,28900,2017,ford f150 supercrew cab xlt,good,6,gas,49225,automatic,pickup,white,1,2018-09-22,26
13605,9900,2011,chevrolet silverado 2500hd,good,8,gas,139147,automatic,pickup,silver,1,2018-08-03,64
13606,16999,2015,jeep cherokee,like new,4,gas,100160,automatic,SUV,red,0,2018-06-23,42
13607,7500,2009,honda accord,good,4,gas,131000,automatic,sedan,grey,0,2018-08-16,21
13608,11900,2011,chevrolet silverado 1500,good,8,gas,158268,automatic,pickup,white,1,2018-06-26,39
13609,13900,2016,ford f250 super duty,good,8,diesel,187846,automatic,truck,white,0,2019-02-19,34
13610,8900,2013,ford escape,good,4,gas,137061,automatic,SUV,silver,0,2018-06-22,35
13611,7000,2014,toyota camry,good,4,gas,130000,automatic,sedan,grey,0,2018-05-24,11
13612,1,2000,ford mustang,excellent,8,gas,103000,manual,convertible,silver,0,2018-08-17,56
13613,7900,2012,gmc acadia,excellent,6,gas,74500,automatic,SUV,silver,1,2018-09-24,41
13614,11900,2015,gmc acadia,excellent,6,gas,48400,automatic,SUV,silver,1,2019-02-05,71
13615,17995,2014,honda pilot,excellent,6,gas,134403,automatic,SUV,grey,0,2019-01-04,24
13616,15995,2011,chevrolet silverado 1500,excellent,8,gas,120000,automatic,pickup,grey,1,2019-01-13,39
13617,12995,2016,hyundai sonata,excellent,4,gas,100622,automatic,sedan,red,0,2019-02-07,55
13618,19995,2012,ford f-150,excellent,8,gas,82102,automatic,pickup,white,1,2018-08-08,51
13619,1,2011,gmc sierra 1500,excellent,10,gas,117000,other,truck,custom,1,2019-03-01,38
13620,18995,2014,jeep grand cherokee,excellent,6,gas,66825,automatic,SUV,grey,1,2018-10-30,29
13621,16995,2016,dodge charger,excellent,6,gas,90595,automatic,sedan,black,0,2018-05-24,23
13622,1,2015,jeep grand cherokee,excellent,8,gas,42442,automatic,SUV,black,1,2019-01-03,38
13623,1,2015,ram 1500,excellent,10,gas,59980,other,truck,silver,1,2019-01-13,23
13624,1,2018,ram 3500,excellent,10,gas,8530,other,truck,white,1,2018-11-08,17
13625,1,2018,ford f-150,excellent,8,gas,31975,automatic,truck,green,1,2019-02-05,9
13626,1,2017,toyota tundra,excellent,8,gas,41512,automatic,truck,black,1,2019-02-15,24
13627,43999,2016,ford f-250 sd,excellent,10,gas,97249,other,truck,black,1,2018-10-22,53
13628,1,2012,jeep wrangler,excellent,6,gas,79922,automatic,SUV,white,1,2019-02-02,57
13629,1,2018,ford f-150,excellent,10,gas,17976,other,truck,grey,1,2018-09-13,64
13630,1,2017,ram 1500,excellent,6,gas,31026,automatic,truck,black,1,2018-06-25,51
13631,1,2019,chevrolet silverado 1500,excellent,8,gas,20627,automatic,truck,white,1,2019-03-06,34
13632,1,2017,ram 3500,excellent,10,gas,57482,other,truck,white,1,2018-10-08,116
13633,21900,2016,nissan frontier crew cab sv,good,6,gas,4998,other,pickup,white,0,2018-05-10,50
13634,16096,2015,chevrolet silverado 1500,excellent,8,gas,62358,automatic,truck,red,0,2019-04-12,7
13635,13995,2017,nissan sentra,excellent,4,gas,69125,automatic,sedan,white,0,2018-10-20,46
13636,10500,2011,gmc sierra 1500,good,8,gas,117000,automatic,truck,brown,1,2018-08-23,142
13637,12000,2013,chevrolet suburban,excellent,8,gas,179000,automatic,SUV,blue,1,2019-03-10,95
13638,5707,2007,ford fusion se,excellent,6,gas,152381,automatic,sedan,silver,1,2019-02-09,84
13639,36500,2012,chevrolet silverado 2500hd,excellent,8,diesel,62800,automatic,truck,black,1,2019-03-09,14
13640,8000,2007,gmc yukon,excellent,8,gas,180000,automatic,SUV,black,1,2018-09-23,23
13641,15000,2008,ford edge,excellent,4,gas,20796,automatic,SUV,white,1,2018-11-24,48
13642,3995,2015,nissan altima,good,4,gas,40772,automatic,sedan,silver,0,2018-08-19,40
13643,9100,2014,kia soul,excellent,4,gas,88000,automatic,hatchback,silver,0,2018-08-20,24
13644,5500,2001,jeep cherokee,good,6,gas,153000,automatic,SUV,blue,1,2018-05-26,11
13645,2500,2009,honda civic lx,excellent,3,hybrid,250000,automatic,sedan,grey,0,2019-02-06,29
13646,6900,2010,gmc acadia,excellent,6,gas,82500,automatic,SUV,black,1,2018-09-26,26
13647,2300,1999,honda civic,good,4,gas,153000,manual,coupe,silver,0,2018-08-11,14
13648,19950,2018,gmc sierra 1500,like new,8,gas,16000,automatic,pickup,white,0,2018-11-24,35
13649,6500,2009,gmc acadia,excellent,6,gas,126000,automatic,SUV,white,1,2018-09-10,28
13650,2900,2001,chevrolet silverado 1500,good,8,gas,203966,automatic,truck,blue,1,2018-12-05,33
13651,38000,2015,ford f-250,like new,8,gas,62000,automatic,truck,white,1,2019-04-11,8
13652,5500,2012,nissan rogue,good,4,gas,125000,automatic,SUV,silver,1,2018-12-27,35
13653,8500,2001,gmc sierra 1500,excellent,8,gas,186000,automatic,truck,orange,1,2019-01-26,7
13654,10499,2016,ram 1500,excellent,8,gas,216615,automatic,truck,white,1,2019-04-03,26
13655,13900,2006,chevrolet silverado 1500,excellent,8,gas,152000,automatic,truck,white,1,2019-03-03,77
13656,9300,2001,jeep wrangler,excellent,6,gas,139640,manual,other,white,1,2018-05-16,28
13657,4500,2001,gmc sierra,good,6,gas,127000,automatic,truck,white,0,2018-12-18,30
13658,5950,2014,honda civic,good,4,gas,122000,automatic,sedan,grey,0,2019-02-10,23
13659,10500,2010,bmw x5,excellent,8,gas,104532,automatic,SUV,grey,1,2018-06-29,7
13660,18995,2018,toyota corolla,like new,4,gas,2800,automatic,sedan,black,0,2018-10-08,60
13661,22900,2014,ford f150 supercrew cab xlt,good,6,gas,73711,automatic,pickup,white,1,2019-02-15,15
13662,19000,2014,ford f-150,excellent,8,gas,127000,automatic,truck,white,1,2019-03-05,41
13663,11995,2013,chevrolet malibu,excellent,4,gas,79762,automatic,sedan,black,0,2018-07-02,16
13664,11008,2015,chevrolet tahoe,like new,8,gas,132728,automatic,SUV,silver,1,2018-05-28,16
13665,21400,2013,ford f150 supercrew cab xlt,good,6,gas,89987,other,pickup,black,1,2019-01-06,36
13666,15900,2010,chevrolet tahoe,excellent,8,gas,132728,automatic,SUV,black,1,2018-06-06,62
13667,15900,2013,cadillac escalade,excellent,8,gas,141984,automatic,SUV,silver,1,2019-01-15,30
13668,24100,2013,chevrolet silverado 1500 crew,good,8,gas,55315,other,pickup,white,1,2018-05-25,51
13669,7995,2005,ram 1500,excellent,8,gas,97000,automatic,pickup,silver,1,2018-07-16,26
13670,24900,2016,toyota tacoma,excellent,6,gas,18000,automatic,pickup,black,1,2019-02-26,40
13671,12500,2013,chrysler town & country,like new,6,gas,72300,automatic,mini-van,blue,0,2018-11-18,36
13672,42900,2018,chevrolet silverado 3500hd,like new,8,gas,34777,automatic,truck,white,1,2018-09-23,42
13673,21900,2008,chevrolet silverado 3500hd,excellent,8,diesel,203000,automatic,truck,white,1,2018-11-20,27
13674,10500,2014,ford focus,excellent,4,gas,33700,automatic,hatchback,custom,0,2018-10-08,46
13675,4500,2007,ford f150,fair,8,gas,238000,automatic,pickup,red,1,2018-05-04,19
13676,2500,1998,nissan frontier,fair,4,gas,289000,automatic,truck,black,0,2018-08-08,63
13677,8200,2011,nissan rogue,excellent,4,gas,82000,automatic,SUV,brown,1,2019-01-14,84
13678,29900,2015,ford f-250,like new,8,diesel,99258,automatic,pickup,black,1,2018-09-28,35
13679,6500,2009,ford mustang,good,6,gas,120000,automatic,coupe,red,0,2018-09-01,39
13680,27900,2015,gmc sierra 1500,like new,8,gas,50532,automatic,truck,red,1,2018-11-27,30
13681,29875,2018,ford f150 supercrew cab xlt,like new,6,other,11132,automatic,truck,blue,1,2018-12-05,44
13682,15900,2011,gmc sierra 1500,excellent,8,gas,157000,automatic,truck,grey,1,2018-08-22,52
13683,5995,2004,toyota sienna,good,6,gas,146990,automatic,van,brown,0,2018-12-09,50
13684,9495,2011,subaru outback,excellent,6,gas,163770,automatic,SUV,grey,1,2018-05-12,38
13685,11995,2010,honda pilot,good,6,gas,134403,automatic,SUV,red,1,2019-02-06,42
13686,36000,2013,ram 2500,good,8,diesel,99500,automatic,pickup,white,1,2018-06-01,20
13687,5000,2002,ford mustang,good,8,gas,145000,manual,coupe,red,0,2018-07-05,6
13688,1300,1995,ford ranger,fair,6,gas,209000,manual,truck,green,1,2018-06-15,49
13689,17900,2013,gmc acadia,like new,6,gas,126000,automatic,SUV,white,0,2018-12-05,102
13690,4950,1974,chevrolet corvette,good,8,gas,29000,automatic,coupe,blue,0,2018-07-21,103
13691,5890,2003,toyota tundra,excellent,6,gas,89444,automatic,pickup,white,0,2018-09-26,10
13692,6900,2006,toyota tundra,good,6,gas,103000,manual,truck,grey,0,2018-11-21,15
13693,5500,2011,nissan murano,excellent,6,gas,124000,automatic,SUV,black,0,2019-04-17,12
13694,21000,2007,chevrolet corvette,like new,8,gas,50700,automatic,coupe,blue,0,2018-09-28,32
13695,6000,2009,honda civic,excellent,4,gas,183748,automatic,sedan,blue,0,2018-12-08,96
13696,15900,2018,chevrolet malibu,like new,4,gas,30267,automatic,sedan,white,0,2019-03-11,73
13697,11998,2018,ford focus se,excellent,4,gas,23638,automatic,sedan,grey,0,2018-06-04,16
13698,5600,2010,honda cr-v,excellent,4,gas,171000,automatic,SUV,blue,1,2019-03-01,3
13699,1,2018,chevrolet tahoe,excellent,8,gas,1003,automatic,SUV,black,1,2018-09-18,59
13700,19899,2015,ram 1500,excellent,8,gas,48820,automatic,pickup,grey,0,2019-03-06,89
13701,1,2016,ram 3500,excellent,10,gas,121642,other,truck,white,1,2018-12-16,26
13702,1,2016,jeep wrangler,excellent,6,gas,47683,automatic,SUV,red,1,2018-06-10,24
13703,1,2018,ford f-150,excellent,10,gas,17976,other,truck,grey,1,2018-08-05,40
13704,1,2019,jeep wrangler,excellent,4,gas,3420,automatic,SUV,black,1,2019-03-30,55
13705,1,2018,chevrolet silverado 1500,excellent,8,gas,20627,automatic,truck,white,1,2018-07-28,5
13706,1,2018,ford f-150,excellent,8,gas,31975,automatic,truck,green,1,2018-09-08,33
13707,1,2019,ram 1500,excellent,10,gas,6468,other,truck,red,1,2019-02-16,16
13708,1,2016,toyota tundra,excellent,8,gas,23042,automatic,truck,black,1,2019-02-15,31
13709,1,2017,jeep wrangler,excellent,10,gas,38617,other,SUV,black,1,2018-10-01,75
13710,1,2012,jeep wrangler,excellent,6,gas,99915,automatic,SUV,white,1,2018-10-11,26
13711,9400,2014,chrysler town & country,excellent,6,gas,88000,automatic,mini-van,silver,0,2019-01-29,55
13712,1,2015,ram 3500,excellent,6,gas,71719,automatic,truck,white,1,2018-10-15,46
13713,1,2018,ford f-150,excellent,8,gas,26265,automatic,truck,grey,1,2018-11-03,31
13714,1,2017,ford expedition,excellent,10,gas,150000,other,SUV,grey,1,2019-01-01,4
13715,43999,2016,ford f-250 sd,excellent,10,gas,65685,other,truck,black,1,2018-08-25,31
13716,1,2017,jeep grand cherokee,excellent,6,gas,53718,other,SUV,white,1,2019-04-10,74
13717,1,2018,chevrolet tahoe,excellent,8,gas,6212,automatic,SUV,white,0,2018-09-18,21
13718,1,2018,ford f-150,excellent,6,gas,17269,automatic,truck,silver,0,2019-01-09,87
13719,1,2018,toyota highlander,excellent,6,gas,13138,automatic,SUV,silver,1,2018-09-09,66
13720,12900,2004,jeep wrangler,excellent,6,gas,96000,other,SUV,black,1,2018-08-02,25
13721,1000,2008,chevrolet tahoe,excellent,8,gas,132728,automatic,SUV,grey,1,2019-03-13,11
13722,7950,2014,hyundai elantra,good,4,gas,46000,automatic,hatchback,blue,0,2018-06-27,5
